flyer_name, product_name, unit_promo_price, uom, least_unit_for_promo, save_per_unit, discount, organic
week_19_page_3, 10-Pack Mini Cookies, 750, 0, 20, 24, 14, 0
week_19_page_3, Greek Salad, 7, 0, 5, 7, 2, 0
week_19_page_3, PB&J Smoothie, 0, 0, 0, 0, 0, 0
week_19_page_3, Peanut Butter, 0, 0, 0, 0, 0, 0
week_19_page_3, Roast Beef Baguette, 0, 0, 0, 0, 0, 0
week_19_page_3, Rosemary Roasted Garlic Green Beans, 0, 0, 0, 0, 0, 0
week_19_page_3, Organic Pasta, 0, 0, 0, 0, 0, 0
week_19_page_3, 10 Pack Mini Cookies, 0, 0, 0, 0, 0, 0
week_19_page_3, Juice, 0, 0, 0, 0, 0, 0
week_19_page_4, Ground Sirloin or Round, 4, 0, 3, 4, 3, 0
week_19_page_4, Omega 3, 2, 0, 0, 0, 0, 0
week_19_page_4, Key West Pink Shrimp, 0, 0, 0, 0, 0, 0
week_19_page_4, Jumbo Key West Pink Shrimp, 0, 0, 0, 0, 0, 0
week_19_page_4, Ground Sirloin, 0, 0, 0, 0, 0, 0
week_19_page_4, Alaskan Cod Cakes, 0, 0, 0, 0, 0, 0
week_19_page_4, Ground Sirloin & Round, 0, 0, 0, 0, 0, 0
week_19_page_4, Alaska Cod Cakes, 0, 0, 0, 0, 0, 0
week_19_page_4, 2 lb. Bag Organic Lemons, 0, 0, 0, 0, 0, 0
week_19_page_4, Organic Lemons, 0, 0, 0, 0, 0, 0
week_19_page_4, Ground Sirlon or Round, 0, 0, 0, 0, 0, 0
week_19_page_4, Honeycrisp Apples, 0, 0, 0, 0, 0, 0
week_1_page_1, Ground Sirloin or Round, 1975, 0, 11, 36, 5, 0
week_1_page_1, Whole Ribeyes & Strips, 5, 0, 2, 4, 2, 0
week_1_page_1, Sockeye Salmon Fillets, 1, 0, 0, 0, 0, 0
week_1_page_1, Bone-In Pork Chops, 0, 0, 0, 0, 0, 0
week_1_page_1, Organic Red & Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_1_page_1, Wild Bourbon Salmon Fillets, 0, 0, 0, 0, 0, 0
week_1_page_1, Omega 3, 0, 0, 0, 0, 0, 0
week_1_page_1, Ground Sirloin, 0, 0, 0, 0, 0, 0
week_1_page_1, Ground Sirloin & Round, 0, 0, 0, 0, 0, 0
week_1_page_1, Bourbon Salmon Fillets, 0, 0, 0, 0, 0, 0
week_1_page_1, Ground Sirlon or Round, 0, 0, 0, 0, 0, 0
week_1_page_1, Sockeye Salmon Fillet, 0, 0, 0, 0, 0, 0
week_1_page_1, Red & Green Seedless Grapes, 0, 0, 0, 0, 0, 0
week_1_page_1, Whole Ribeyes or Strips, 0, 0, 0, 0, 0, 0
week_1_page_1, Sockeye Salmon, 0, 0, 0, 0, 0, 0
week_1_page_1, Strip, 0, 0, 0, 0, 0, 0
week_1_page_2, Edamame Dumpling Salad, 20, 0, 17, 20, 11, 0
week_1_page_2, Hamburger & Hot Dog Buns, 6, 0, 4, 5, 2, 0
week_1_page_2, 10-Pack Mini Cookies, 0, 0, 0, 0, 0, 0
week_1_page_2, Morning Rounds, 0, 0, 0, 0, 0, 0
week_1_page_2, "Chardonnay, Cabernet, or Sauvignon Blanc", 0, 0, 0, 0, 0, 0
week_1_page_2, BRAND WIDE SALE, 0, 0, 0, 0, 0, 0
week_1_page_2, Organic Juices, 0, 0, 0, 0, 0, 0
week_1_page_2, Organic Juice, 0, 0, 0, 0, 0, 0
week_1_page_2, Salad, 0, 0, 0, 0, 0, 0
week_1_page_2, Salads, 0, 0, 0, 0, 0, 0
week_1_page_2, 10 Pack Mini Cookies, 0, 0, 0, 0, 0, 0
week_1_page_2, Hotdog Buns, 0, 0, 0, 0, 0, 0
week_1_page_3, Nutritional Bars, 499, 0, 22, 64, 14, 0
week_1_page_3, Condiments, 10, 0, 8, 10, 5, 0
week_1_page_3, Protein Superfood, 2, 0, 1, 2, 1, 0
week_1_page_3, Spring & Distilled Water, 0, 0, 0, 0, 0, 0
week_1_page_3, BRAND WIDE SALE, 0, 0, 0, 0, 0, 0
week_1_page_3, Protein Superfoods, 0, 0, 0, 0, 0, 0
week_1_page_3, Nutrional Bars, 0, 0, 0, 0, 0, 0
week_1_page_3, Nutrition Bars, 0, 0, 0, 0, 0, 0
week_1_page_3, Nutrition Bar, 0, 0, 0, 0, 0, 0
week_1_page_4, NY Strips, 12, 0, 11, 11, 5, 0
week_1_page_4, Filet Kabobs, 4, 0, 1, 3, 0, 0
week_1_page_4, BRAND WIDE SALE, 0, 0, 0, 0, 0, 0
week_1_page_4, NY Strip, 0, 0, 0, 0, 0, 0
week_1_page_4, Kabobs, 0, 0, 0, 0, 0, 0
week_1_page_4, Water, 0, 0, 0, 0, 0, 0
week_20_page_1, Omega 3, 22, 0, 3, 7, 2, 0
week_20_page_1, Scottish Salmon, 1, 0, 0, 0, 0, 0
week_20_page_1, Scottish Salmon Fillet, 0, 0, 0, 0, 0, 0
week_20_page_1, Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_20_page_1, Bourbon Scottish Salmon Fillets, 0, 0, 0, 0, 0, 0
week_20_page_1, Spiral Hams, 0, 0, 0, 0, 0, 0
week_20_page_1, Half & Half & Whipping Cream, 0, 0, 0, 0, 0, 0
week_20_page_1, Half & Half , 0, 0, 0, 0, 0, 0
week_20_page_1, Pork Crown Roast, 0, 0, 0, 0, 0, 0
week_20_page_1, Half & Half, 0, 0, 0, 0, 0, 0
week_20_page_2, Yogurt, 32, 0, 23, 32, 15, 0
week_20_page_2, Yoghurt, 10, 0, 8, 8, 8, 0
week_20_page_2, Just Juices, 7, 0, 5, 6, 4, 0
week_20_page_2, Alfresco Large Grade A Eggs, 2, 0, 2, 2, 2, 0
week_20_page_2, Organic Juices, 2, 0, 0, 1, 0, 0
week_20_page_2, Organic Broths, 0, 0, 0, 0, 0, 0
week_20_page_2, Organic Yogurt, 0, 0, 0, 0, 0, 0
week_20_page_2, Turkey Gravy, 0, 0, 0, 0, 0, 0
week_20_page_2, Organic Juice, 0, 0, 0, 0, 0, 0
week_20_page_2, Natural Soda, 0, 0, 0, 0, 0, 0
week_20_page_2, Juice, 0, 0, 0, 0, 0, 0
week_20_page_3, Napa Chicken Salad, 99, 0, 23, 32, 20, 0
week_20_page_3, BRAND WIDE SALE, 12, 0, 5, 12, 4, 0
week_20_page_3, 8-Pack Mini Croissant, 0, 0, 0, 0, 0, 0
week_20_page_3, Bread Crumbs, 0, 0, 0, 0, 0, 0
week_20_page_3, Penne & Smoked Gouda, 0, 0, 0, 0, 0, 0
week_20_page_3, Dinner Rolls, 0, 0, 0, 0, 0, 0
week_20_page_3, 8-Pack Mini Croissants, 0, 0, 0, 0, 0, 0
week_20_page_4, NY Strips, 5, 0, 3, 3, 2, 0
week_20_page_4, Key West Pink Shrimp, 0, 0, 0, 0, 0, 0
week_20_page_4, Jumbo Key West Pink Shrimp, 0, 0, 0, 0, 0, 0
week_20_page_4, Organic Tea, 0, 0, 0, 0, 0, 0
week_20_page_4, Organic Honeycrisp Apples, 0, 0, 0, 0, 0, 0
week_20_page_4, Bosc Pears, 0, 0, 0, 0, 0, 0
week_20_page_4, Holiday Grapes, 0, 0, 0, 0, 0, 0
week_20_page_4, Organic Baguette, 0, 0, 0, 0, 0, 0
week_20_page_4, 5 lb. Bag Organic Russet Potatoes, 0, 0, 0, 0, 0, 0
week_20_page_4, Succulent Hanging Globe, 0, 0, 0, 0, 0, 0
week_20_page_4, Whole Turkeys, 0, 0, 0, 0, 0, 0
week_20_page_4, Organic Whole Turkey, 0, 0, 0, 0, 0, 0
week_20_page_4, Bacon, 0, 0, 0, 0, 0, 0
week_20_page_4, Ribeyes & NY Strips, 0, 0, 0, 0, 0, 0
week_20_page_4, Organic Oats, 0, 0, 0, 0, 0, 0
week_20_page_4, NY Strip, 0, 0, 0, 0, 0, 0
week_20_page_4, 5 lb. Bag Organic Russett Potatoes, 0, 0, 0, 0, 0, 0
week_21_page_1, NY Strips, 6, 0, 3, 3, 2, 0
week_21_page_1, Ground Round, 0, 0, 0, 0, 0, 0
week_21_page_1, Wild American White Shrimp, 0, 0, 0, 0, 0, 0
week_21_page_1, NY Strip Steak, 0, 0, 0, 0, 0, 0
week_21_page_1, White Shrimp, 0, 0, 0, 0, 0, 0
week_21_page_1, Georgia White Shrimp, 0, 0, 0, 0, 0, 0
week_21_page_1, NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_21_page_1, American White Shrimp, 0, 0, 0, 0, 0, 0
week_21_page_1, Take & Bake Pizza, 0, 0, 0, 0, 0, 0
week_21_page_1, Boston Butt Pork Roast & Boneless Country Style Ribs, 0, 0, 0, 0, 0, 0
week_21_page_1, Organic 3 lb. Bag Gala Apples, 0, 0, 0, 0, 0, 0
week_21_page_1, NY Strip, 0, 0, 0, 0, 0, 0
week_21_page_1, Strip Steak, 0, 0, 0, 0, 0, 0
week_21_page_1, NY Strip Stteak, 0, 0, 0, 0, 0, 0
week_21_page_1, Strip, 0, 0, 0, 0, 0, 0
week_21_page_1, Boston Butt Pork Roast, 0, 0, 0, 0, 0, 0
week_21_page_1, Strip Steaks, 0, 0, 0, 0, 0, 0
week_21_page_2, Chocolate Bars, 32, 0, 24, 28, 22, 0
week_21_page_2, Organic Tea, 11, 0, 6, 6, 3, 0
week_21_page_2, Organic Kale, 2, 0, 2, 2, 1, 0
week_21_page_2, Zero Calorie Soda, 0, 0, 0, 0, 0, 0
week_21_page_2, Tortilla Strips, 0, 0, 0, 0, 0, 0
week_21_page_2, Unsweerened Almond Milk, 0, 0, 0, 0, 0, 0
week_21_page_2, Herbal Tea, 0, 0, 0, 0, 0, 0
week_21_page_2, Unsweetened Almond Milk, 0, 0, 0, 0, 0, 0
week_21_page_2, Organic Pasta, 0, 0, 0, 0, 0, 0
week_21_page_2, Herbal Teas, 0, 0, 0, 0, 0, 0
week_21_page_2, Chocolate, 0, 0, 0, 0, 0, 0
week_21_page_2, Organic Rice, 0, 0, 0, 0, 0, 0
week_21_page_2, Organic Teas, 0, 0, 0, 0, 0, 0
week_21_page_2, Strip, 0, 0, 0, 0, 0, 0
week_21_page_2, Chocolate Bar, 0, 0, 0, 0, 0, 0
week_21_page_3, 5-Pack Cookie Sandwiches, 28, 0, 18, 24, 16, 0
week_21_page_3, Crispy Chicken Salad, 9, 0, 2, 8, 1, 0
week_21_page_3, Jar & Stick Deodorant, 0, 0, 0, 0, 0, 0
week_21_page_3, BRAND WIDE SALE, 0, 0, 0, 0, 0, 0
week_21_page_3, Dinner Rolls, 0, 0, 0, 0, 0, 0
week_21_page_3, Turkey & Cheddar Croissant, 0, 0, 0, 0, 0, 0
week_21_page_3, Brownie Bites and Black, 0, 0, 0, 0, 0, 0
week_21_page_3, Jar & Stick Deodorants, 0, 0, 0, 0, 0, 0
week_21_page_3, Brownie Bites, 0, 0, 0, 0, 0, 0
week_21_page_3, Black & White Cookies, 0, 0, 0, 0, 0, 0
week_21_page_4, Organic Zucchini & Yellow Squash, 750, 0, 12, 750, 5, 0
week_21_page_4, Organic Zuchini & Yellow Squash, 3, 0, 2, 3, 2, 0
week_21_page_4, Real Blue Crab Dips, 0, 0, 0, 0, 0, 0
week_21_page_4, Organic Cucumbers, 0, 0, 0, 0, 0, 0
week_21_page_4, Red Blend & Black Blend Wine, 0, 0, 0, 0, 0, 0
week_21_page_4, Organic Baguette, 0, 0, 0, 0, 0, 0
week_21_page_4, Whole Brisket, 0, 0, 0, 0, 0, 0
week_21_page_4, Yellow Squash, 0, 0, 0, 0, 0, 0
week_21_page_4, Ground Turkey & Housemade Turkey Sausage, 0, 0, 0, 0, 0, 0
week_21_page_4, Dips, 0, 0, 0, 0, 0, 0
week_21_page_4, organic Cucumbers, 0, 0, 0, 0, 0, 0
week_22_page_1, Ground Sirloin or Round, 29, 0, 0, 5, 0, 0
week_22_page_1, Whole Chicken, 0, 0, 0, 0, 0, 0
week_22_page_1, Omega 3, 0, 0, 0, 0, 0, 0
week_22_page_1, Ground Sirloin, 0, 0, 0, 0, 0, 0
week_22_page_1, Whole Chickens, 0, 0, 0, 0, 0, 0
week_22_page_1, Ground Sirloin & Round, 0, 0, 0, 0, 0, 0
week_22_page_1, Seasoned Half Chickens, 0, 0, 0, 0, 0, 0
week_22_page_1, Whole Chickens , 0, 0, 0, 0, 0, 0
week_22_page_1, Ground Sirlon or Round, 0, 0, 0, 0, 0, 0
week_22_page_1, Avocados, 0, 0, 0, 0, 0, 0
week_22_page_1, avocados, 0, 0, 0, 0, 0, 0
week., , 0, 0, 0, 0, 0, 0
week_22_page_2, Chocolate Bars, 32, 0, 20, 29, 8, 0
week_22_page_2, Creme Cookies, 7, 0, 5, 6, 5, 0
week_22_page_2, Pollinator Friendly Almond Butter, 4, 0, 3, 4, 2, 0
week_22_page_2, High HP Alkaline Ionized Water, 2, 0, 2, 2, 2, 0
week_22_page_2, Mini Pizza, 1, 0, 0, 1, 0, 0
week_22_page_2, Pollinator friendly almond butter, 0, 0, 0, 0, 0, 0
week_22_page_2, Chocolate, 0, 0, 0, 0, 0, 0
week_22_page_2, Chocolate Bar, 0, 0, 0, 0, 0, 0
week_22_page_3, Vegan Mock Chicken Salad, 750, 0, 12, 29, 8, 0
week_22_page_3, 5-Pack Cookies, 7, 0, 5, 6, 2, 0
week_22_page_3, Cookies, 0, 0, 0, 0, 0, 0
week_22_page_3, English Muffins, 0, 0, 0, 0, 0, 0
week_22_page_3, Indian Meals On-The-Go, 0, 0, 0, 0, 0, 0
week_22_page_3, 5-pack cookies, 0, 0, 0, 0, 0, 0
week_22_page_3, Muffins, 0, 0, 0, 0, 0, 0
week_22_page_4, Wild American White Shrimp, 7, 0, 4, 5, 4, 0
week_22_page_4, Organic Cucumbers, 2, 0, 0, 0, 0, 0
week_22_page_4, "Organic Green, Red, & Lacinato Kale", 0, 0, 0, 0, 0, 0
week_22_page_4, 5 lb. Bag Organic Russet Potatoes, 0, 0, 0, 0, 0, 0
week_22_page_4, Lacinato Kale, 0, 0, 0, 0, 0, 0
week_22_page_4, Organic 3 lb. Bag Gala Apples, 0, 0, 0, 0, 0, 0
week_22_page_4, Stress Relax Formulas, 0, 0, 0, 0, 0, 0
week_22_page_4, 5 lb. Bag Organic Russett Potatoes, 0, 0, 0, 0, 0, 0
week_22_page_4, "Organic Green, Red & Lacinato Kale", 0, 0, 0, 0, 0, 0
week_22_page_4, organic Cucumbers, 0, 0, 0, 0, 0, 0
week_23_page_1, Chicken Breast Kabobs, 36, 0, 6, 12, 4, 0
week_23_page_1, Chicken Breast, 0, 0, 0, 0, 0, 0
week_23_page_1, All Bulk Items, 0, 0, 0, 0, 0, 0
week_23_page_1, Ribeyes & NY Strips, 0, 0, 0, 0, 0, 0
week_23_page_1, Chciken Breast, 0, 0, 0, 0, 0, 0
week., , 0, 0, 0, 0, 0, 0
week_23_page_2, Organic Soups, 59, 0, 6, 12, 6, 0
week_23_page_2, Cheese Shreds & Slices, 4, 0, 0, 2, 0, 0
week_23_page_2, Organic Juices, 0, 0, 0, 0, 0, 0
week_23_page_2, Frozen Pizza, 0, 0, 0, 0, 0, 0
week_23_page_2, Organic Juice, 0, 0, 0, 0, 0, 0
week_23_page_2, Organic Tofu, 0, 0, 0, 0, 0, 0
week_23_page_2, Soups, 0, 0, 0, 0, 0, 0
week_23_page_2, Organic Rice, 0, 0, 0, 0, 0, 0
week_23_page_2, Juice, 0, 0, 0, 0, 0, 0
week_23_page_3, Cake Slices, 699, 0, 18, 80, 13, 0
week_23_page_3, Loaf Bread, 12, 0, 6, 6, 2, 0
week_23_page_3, Salami & Pepperoni, 2, 0, 2, 2, 1, 0
week_23_page_3, Extra Virgin Olive Oil, 0, 0, 0, 0, 0, 0
week_23_page_4, Key West Pink Shrimp, 30, 0, 7, 8, 6, 0
week_23_page_4, 2 lb. Bag Organic Lemons, 2, 0, 0, 0, 0, 0
week_23_page_4, Granny Smith Apples, 0, 0, 0, 0, 0, 0
week_23_page_4, Organic Lemons, 0, 0, 0, 0, 0, 0
week_23_page_4, Yellow Squash, 0, 0, 0, 0, 0, 0
week_23_page_4, Organic Garnet Sweet Potatoes, 0, 0, 0, 0, 0, 0
week_23_page_4, Garnet Sweet Potatoes, 0, 0, 0, 0, 0, 0
week_23_page_4, Organic Garnet Sweet Potatoe, 0, 0, 0, 0, 0, 0
week_24_page_1, Hass Avocados, 4, 0, 0, 0, 0, 0
week_24_page_1, Omega 3, 0, 0, 0, 0, 0, 0
week_24_page_1, Alaska Coho Salmon Fillets, 0, 0, 0, 0, 0, 0
week_24_page_1, Organic Navel Oranges, 0, 0, 0, 0, 0, 0
week. good source of folate (folic acid) and also ingredients you can pronounce. v=? From the Bakery, , 0, 0, 0, 0, 0, 0
week_24_page_2, Organic Tea, 48, 0, 13, 19, 8, 0
week_24_page_2, Organic Kale, 6, 0, 2, 3, 1, 0
week_24_page_2, Zero Calorie Soda, 0, 0, 0, 0, 0, 0
week_24_page_2, Organic Soy Free Pasture Raised Eggs, 0, 0, 0, 0, 0, 0
week_24_page_2, Organic Juices, 0, 0, 0, 0, 0, 0
week_24_page_2, Organic Juice, 0, 0, 0, 0, 0, 0
week_24_page_2, Half & Half , 0, 0, 0, 0, 0, 0
week_24_page_2, Juice, 0, 0, 0, 0, 0, 0
week_24_page_2, Half & Half, 0, 0, 0, 0, 0, 0
week_24_page_3, BRAND WIDE SALE, 48, 0, 16, 19, 13, 0
week_24_page_3, Organic Soup Cups, 5, 0, 2, 4, 0, 0
week_24_page_3, 8-Inch Cakes & Sheet Cakes, 0, 0, 0, 0, 0, 0
week_24_page_3, All Catering Trays, 0, 0, 0, 0, 0, 0
week_24_page_3, Natural Calm Magnesium Support, 0, 0, 0, 0, 0, 0
week_24_page_3, Organic Soup Cans, 0, 0, 0, 0, 0, 0
week_24_page_3, Big Tomato, 0, 0, 0, 0, 0, 0
week_24_page_3, Catering Trays, 0, 0, 0, 0, 0, 0
week_24_page_4, Boneless Pork Chops, 5, 0, 4, 4, 2, 0
week_24_page_4, Salsa & Guacamole, 0, 0, 0, 0, 0, 0
week_24_page_4, Lacinato Kale, 0, 0, 0, 0, 0, 0
week_24_page_4, Chicken Sausage, 0, 0, 0, 0, 0, 0
week_24_page_4, Boneless Pork Roast, 0, 0, 0, 0, 0, 0
week_25_page_1, Omega 3, 48, 0, 5, 5, 4, 0
week_25_page_1, Spiral Hams, 2, 0, 1, 2, 0, 0
week_25_page_2, Organic Tea, 750, 0, 99, 706, 26, 0
week_25_page_2, Coconut Milk, 13, 0, 7, 12, 7, 0
week_25_page_2, Frozen Mini Quiches, 4, 0, 2, 3, 2, 0
week_25_page_2, French Bar Soaps, 1, 0, 1, 1, 0, 0
week_25_page_2, Flour, 0, 0, 0, 0, 0, 0
week_25_page_2, Sparkling Ciders, 0, 0, 0, 0, 0, 0
week_25_page_3, Maple Honey Ham, 36, 0, 20, 26, 10, 0
week_25_page_3, 4-Pack Muffins, 6, 0, 2, 5, 0, 0
week_25_page_3, House-Made Roast Beef, 0, 0, 0, 0, 0, 0
week_25_page_3, 4-Pack Mufins, 0, 0, 0, 0, 0, 0
week_25_page_3, 4-pack muffins, 0, 0, 0, 0, 0, 0
week_25_page_3, Extra Virgin Olive Oil, 0, 0, 0, 0, 0, 0
week_25_page_4, Whole Chicken, 26, 0, 12, 20, 9, 0
week_25_page_4, Organic Tea, 6, 0, 5, 5, 5, 0
week_25_page_4, Organic Kale, 4, 0, 3, 3, 2, 0
week_25_page_4, Organic Celery, 0, 0, 0, 0, 0, 0
week_25_page_4, Real Blue Crab Dips, 0, 0, 0, 0, 0, 0
week_25_page_4, Whole Chickens, 0, 0, 0, 0, 0, 0
week_25_page_4, Whole Chickens , 0, 0, 0, 0, 0, 0
week_25_page_4, Yellow Squash, 0, 0, 0, 0, 0, 0
week_25_page_4, Queen's Edition Blue Stilton, 0, 0, 0, 0, 0, 0
week_25_page_4, Dips, 0, 0, 0, 0, 0, 0
week_26_page_1, Filet Mignon, 2017, 0, 36, 48, 0, 0
week_26_page_1, Boneless Pork Chops, 0, 0, 0, 0, 0, 0
week_26_page_1, Maine Lobster Tails, 0, 0, 0, 0, 0, 0
week_26_page_1, Cooked Shrimp, 0, 0, 0, 0, 0, 0
week_26_page_1, Boneless Pork Roast, 0, 0, 0, 0, 0, 0
week_26_page_1, Pork Roast, 0, 0, 0, 0, 0, 0
week., , 0, 0, 0, 0, 0, 0
week_26_page_2, Yogurt, 27, 0, 11, 16, 10, 0
week_26_page_2, Pollinator Friendly Almond Butter, 7, 0, 4, 6, 4, 0
week_26_page_2, Organic Cold Cereal, 2, 0, 2, 2, 2, 0
week_26_page_2, Almond Butters, 2, 0, 0, 1, 0, 0
week_26_page_2, Organic Peanut Butter, 0, 0, 0, 0, 0, 0
week_26_page_2, Cereal, 0, 0, 0, 0, 0, 0
week_26_page_2, Icelandic Style Yogurt, 0, 0, 0, 0, 0, 0
week_26_page_2, Cereals, 0, 0, 0, 0, 0, 0
week_26_page_2, Yoghurt, 0, 0, 0, 0, 0, 0
week_26_page_2, Pollinator friendly almond butter, 0, 0, 0, 0, 0, 0
week_26_page_2, Icelandic Style Yougurt, 0, 0, 0, 0, 0, 0
week_26_page_2, Organic Kids Cereal, 0, 0, 0, 0, 0, 0
week_26_page_2, Almond Butter, 0, 0, 0, 0, 0, 0
week_26_page_2, Organic Dips, 0, 0, 0, 0, 0, 0
week_26_page_2, Almonds, 0, 0, 0, 0, 0, 0
week_26_page_3, Kale Lemonade, 36, 0, 20, 27, 16, 0
week_26_page_3, 8-Pack Mini Croissant, 12, 0, 8, 9, 8, 0
week_26_page_3, Malbec, 6, 0, 4, 6, 2, 0
week_26_page_3, Party Dips & Spreads, 2, 0, 2, 2, 0, 0
week_26_page_3, Dips, 0, 0, 0, 0, 0, 0
week_26_page_3, 8-Pack Mini Croissants, 0, 0, 0, 0, 0, 0
week_26_page_4, Blueberries, 5, 0, 2, 3, 0, 0
week_26_page_4, "Boneless, Skinless Chicken Breast", 0, 0, 0, 0, 0, 0
week_26_page_4, Organic Blueberries, 0, 0, 0, 0, 0, 0
week_26_page_4, Organic Broccoli, 0, 0, 0, 0, 0, 0
week_26_page_4, "Boneless, Skinless Chicken Breasts", 0, 0, 0, 0, 0, 0
week_26_page_4, 2 lb. Bag Organic Lemons, 0, 0, 0, 0, 0, 0
week_26_page_4, Organic Lemons, 0, 0, 0, 0, 0, 0
week_26_page_4, Organic Navel Oranges, 0, 0, 0, 0, 0, 0
week_26_page_4, Organic Borccoli, 0, 0, 0, 0, 0, 0
week_27_page_1, Ground Round, 99, 0, 48, 59, 30, 0
week_27_page_1, Stellhead Trout, 7, 0, 5, 6, 5, 0
week_27_page_2, Zero Calorie Soda, 16, 0, 9, 14, 8, 0
week_27_page_2, BRAND WIDE SALE, 7, 0, 7, 7, 6, 0
week_27_page_2, Hot Oatmeal, 5, 0, 2, 3, 2, 0
week_27_page_2, Protein Bars, 2, 0, 0, 2, 0, 0
week_27_page_2, Frozen Foods, 0, 0, 0, 0, 0, 0
week_27_page_2, Hot Tea Bags, 0, 0, 0, 0, 0, 0
week_27_page_2, Almonds, 0, 0, 0, 0, 0, 0
week_27_page_3, Kale Caesar Salad, 750, 0, 87, 400, 70, 0
week_27_page_3, Snackables & Samplers, 14, 0, 10, 12, 9, 0
week_27_page_3, All Bulk Items, 4, 0, 2, 3, 1, 0
week_27_page_3, Healthy Meals On-The-Go, 0, 0, 0, 0, 0, 0
week_27_page_3, Big Tomato, 0, 0, 0, 0, 0, 0
week_27_page_4, Bone-In Pork Chops, 4, 0, 3, 4, 2, 0
week_27_page_4, Maryland Crab Cakes, 0, 0, 0, 0, 0, 0
week_27_page_4, "Boneless, Skinless Chicken Thighs", 0, 0, 0, 0, 0, 0
week_27_page_4, Organic Zuchini, 0, 0, 0, 0, 0, 0
week_27_page_4, Organic Lemons, 0, 0, 0, 0, 0, 0
week_27_page_4, Boneless Skinless Chicken Thighs, 0, 0, 0, 0, 0, 0
week_27_page_4, Organic Zucchini, 0, 0, 0, 0, 0, 0
week_27_page_4, Spry Gum & Mints, 0, 0, 0, 0, 0, 0
week_27_page_4, Lunch Meats, 0, 0, 0, 0, 0, 0
week_28_page_1, Whole Chicken, 88, 0, 10, 16, 2, 0
week_28_page_1, Whole Chickens, 0, 0, 0, 0, 0, 0
week_28_page_1, Organic Green Kale, 0, 0, 0, 0, 0, 0
week_28_page_1, Blackberries, 0, 0, 0, 0, 0, 0
week_28_page_1, Whole Chickens , 0, 0, 0, 0, 0, 0
week_28_page_1, Green Kale, 0, 0, 0, 0, 0, 0
week., , 0, 0, 0, 0, 0, 0
week_28_page_2, Kombucha, 16, 0, 16, 16, 10, 0
week_28_page_2, Organic Broths, 7, 0, 4, 6, 4, 0
week_28_page_3, 4-Pack Croissants, 16, 0, 10, 12, 10, 0
week_28_page_3, Red Sunset Juice, 2, 0, 0, 0, 0, 0
week_28_page_3, 5-Pack Cookies, 0, 0, 0, 0, 0, 0
week_28_page_3, Hummus, 0, 0, 0, 0, 0, 0
week_28_page_3, Just Juices, 0, 0, 0, 0, 0, 0
week_28_page_3, Salad Bar, 0, 0, 0, 0, 0, 0
week_28_page_3, 8-Inch Round & Custom Sheet Cakes, 0, 0, 0, 0, 0, 0
week_28_page_3, Make Your Own Pizza Kit, 0, 0, 0, 0, 0, 0
week_28_page_3, "One Buns, Morning Rounds, & Snacking Rounds", 0, 0, 0, 0, 0, 0
week_28_page_3, Morning Rounds & Snacking Rounds, 0, 0, 0, 0, 0, 0
week_28_page_3, Juice, 0, 0, 0, 0, 0, 0
week_28_page_3, Hommus, 0, 0, 0, 0, 0, 0
week_28_page_3, 4-Pack Croissant, 0, 0, 0, 0, 0, 0
week_28_page_4, Juice, 10, 0, 1, 5, 1, 0
week_28_page_5, Liquid Dish Soap, 999, 0, 100, 200, 64, 0
week_28_page_5, Oxygen Bleach, 32, 0, 26, 32, 24, 0
week_28_page_5, Kettle Chips, 12, 0, 10, 10, 8, 0
week_28_page_5, Organic Hummus Original, 8, 0, 2, 2, 0, 0
week_28_page_5, Pasta Sauces, 0, 0, 0, 0, 0, 0
week_28_page_6, "Chardonnay, Cabernet, or Sauvignon Blanc", 750, 0, 16, 750, 12, 0
week_28_page_6, Fast Forward, 6, 0, 0, 0, 0, 0
week_28_page_6, Chardonnay, 0, 0, 0, 0, 0, 0
week_28_page_6, Cabernet, 0, 0, 0, 0, 0, 0
week_28_page_6, Goat Milk Gouda, 0, 0, 0, 0, 0, 0
week_28_page_6, Golden Monkey & Sour Monkey, 0, 0, 0, 0, 0, 0
week_28_page_6, Steelbird Chardonnay, 0, 0, 0, 0, 0, 0
week_28_page_6, Sauvignon Blanc, 0, 0, 0, 0, 0, 0
week_28_page_7, BRAND WIDE SALE, 257, 0, 8, 10, 7, 0
week_28_page_8, Omega 3, 10, 0, 2, 4, 2, 0
week_28_page_8, NY Strips, 2, 0, 0, 0, 0, 0
week_28_page_8, Pork Sausages, 0, 0, 0, 0, 0, 0
week_28_page_8, Scottish Salmon, 0, 0, 0, 0, 0, 0
week_28_page_8, Salsa & Guacamole, 0, 0, 0, 0, 0, 0
week_28_page_8, NY Strip Steak, 0, 0, 0, 0, 0, 0
week_28_page_8, Sirloin Tip Roast or Stew Beef, 0, 0, 0, 0, 0, 0
week_28_page_8, NY Strip Steaks, 0, 0, 0, 0, 0, 0
week_28_page_8, Sirloin Tip Roast, 0, 0, 0, 0, 0, 0
week_28_page_8, Organic Squash, 0, 0, 0, 0, 0, 0
week_28_page_8, Stew beef, 0, 0, 0, 0, 0, 0
week_28_page_8, NY Strip, 0, 0, 0, 0, 0, 0
week_28_page_8, Strip Steak, 0, 0, 0, 0, 0, 0
